PropName,PropTypes,LowPrice,HighPrice,Address,Rentals,Project Name,project type,Developer,Tenure,PSF,Completion Year,# of Floors,Total Units,Facilities,Buildings
Larkin Residence (Phase One),Apartment,328000,390000,"Taman Dato Onn, Larkin, Johor Bahru, 80350, Johor",650 - 1500,Larkin Residence (Phase One),Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,24 hours security,"Building: Building @ Jalan Dato Jaafar, Taman Dato Onn, Larkin, Johor Bahru 80350 | # Floors: N/A | # Units: N/A"
Larkin Residence (Phase Three),Apartment,328000,420000,"Taman Dato Onn, Larkin, Johor Bahru, 80350, Johor",450 - 2500,Larkin Residence (Phase Three),Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Badminton hall | Gymnasium room | Jogging track | Multi-purpose hall | Playground | 24 hours security | Swimming pool,"Building: Building @ Jalan Dato Jaafar, Taman Dato Onn, Larkin, Johor Bahru 80350 | # Floors: N/A | # Units: N/A"
Lavender Park,Apartment,280000,330000,"Jalan Perak, 11600, Penang",750 - 950,Lavender Park,Apartment,Heavenly Heritage Sdn Bhd,Freehold,N/A,N/A,8,287,Barbeque Area | Game room | Jogging track | Landscaped Garden | Nursery | 24 hours security,Building: Building @ Jalan Perak 11600 | # Floors: 8 | # Units: 287
Le Chateau 2 Apartment,Apartment,390000,450000,"Lorong Syed Putra Kiri, Taman Seputeh, 50460, Kuala Lumpur",,Le Chateau 2 Apartment,Apartment,N/A,Freehold,N/A,2012,17,30,Lounge | Nursery | Open car park | 24 hours security,"Building: Building @ Lorong Syed Putra Kiri, Taman Seputeh 58000 | # Floors: 17 | # Units: N/A"
Le Chateau Apartment,Apartment,395000,400000,"Lorong Syed Putra Kiri, Taman Seputeh, 50460, Kuala Lumpur",1200 - 1400,Le Chateau Apartment,Apartment,N/A,Freehold,N/A,2014,8,10,Lounge | Nursery | Open car park | 24 hours security,"Building: Building @ Lorong Syed Putra Kiri, Taman Seputeh 58000 | # Floors: 8 | # Units: N/A"
Le Jardin Deluxe,Apartment,398000,415000,"Jalan Pandan Utama, Pandan Indah, 55100, Selangor",1300 - 1400,Le Jardin Deluxe,Apartment,N/A,Leasehold,N/A,N/A,9,N/A,Barbeque Area | Business Centre | Covered car park | Lounge | Nursery | Recreation Lake | Swimming pool,Building: Le Jardin Deluxe | # Floors: 9 | # Units: N/A
Likas Court,Apartment,0,0,"Lorong Likas Court, 88300, Sabah",,Likas Court,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Car Park | Eateries | Restaurant | 24 hours security | Swimming pool | Tennis courts,Building: Building A | # Floors: N/A | # Units: N/A ** Building: Building B | # Floors: N/A | # Units: N/A ** Building: Building C | # Floors: N/A | # Units: N/A ** Building: Building D | # Floors: N/A | # Units: N/A
Likas Square,Apartment,0,0,"Lorong Likas Square, Jalan Istiadat, Kota Kinabalu, 88400, Sabah",,Likas Square,Apartment,N/A,Leasehold,N/A,N/A,N/A,268,Gymnasium room | Playground | 24 hours security | Swimming pool,"Building: Building @ 1 Lorong Likas Square, Jalan Istiadat, Kota Kinabalu 88400 | # Floors: N/A | # Units: N/A ** Building: Building @ 1 88400 | # Floors: N/A | # Units: N/A"
Lily & Jasmine,Apartment,205000,310000,"Taman Tampoi Indah, 81200, Johor",850 - 1380,Lily & Jasmine,Apartment,N/A,Leasehold,N/A,N/A,4,N/A,Basketball court | Barbeque Area | Nursery,Building: Building @ Taman Tampoi Indah 81200 | # Floors: 4 | # Units: N/A ** Building: Building @ - 81200 | # Floors: 4 | # Units: N/A
Lilywood Court,Apartment,85000,140000,"Pinggiran Lembah Hijau 6, Bandar Tasik Puteri, 48000, Selangor",,Lilywood Court,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Open car park,"Building: Building @ Pinggiran Lembah Hijau 6, Bandar Tasik Puteri 48000 | # Floors: N/A | # Units: N/A"
Lintas Court,Apartment,0,0,"Taman Bans, Kota Kinabalu, 88200, Sabah",,Lintas Court,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Off Jalan Lintas, Taman Bans, Kota Kinabalu 88200 | # Floors: N/A | # Units: N/A ** Building: Building @ Off Jalan Lintas, 88200 | # Floors: N/A | # Units: N/A"
Lodge Residence,Apartment,0,0,"Off Persiaran Ilmu, Bandar Baru Nilai, 71800, Negeri Sembilan",,Lodge Residence,Apartment,Putra Nilai Development Sdn. Bhd.,Freehold,N/A,2014,14,928,24 hours security,"Building: Lodge Residences, Putra Nilai | # Floors: 14 | # Units: 928"
Lumayan Apartment (Bdr Tasik Permaisuri),Apartment,305000,399000,"Jalan Tasik Permaisuri 2, 56000, Kuala Lumpur",1050 - 1300,Lumayan Apartment (Bdr Tasik Permaisuri),Apartment,Danau Lumayan Sdn Bhd,Leasehold,N/A,N/A,N/A,N/A,Cafe | Launderette | Mini-Mart | Multi-purpose hall | Playground | 24 hours security | Surau (Male & Female) | Swimming pool | Wading pool,Building: Building @ Jalan Tasik Permaisuri 2 56000 | # Floors: N/A | # Units: N/A
Luyang Apartments,Apartment,0,0,"Taman Luyang Phase 7, Luyang, Kota Kinabalu, 88300, Sabah",,Luyang Apartments,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Penempatan, Taman Luyang Phase 7, Luyang, Kota Kinabalu 88300 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Penempatan, 88300 | # Floors: N/A | # Units: N/A"
M Oscar,Apartment,0,790000,"Kuchai Lama, 57100, Kuala Lumpur",,M Oscar,Apartment,Mah Sing Group Berhad,Freehold,N/A,2023,39,910,,Building: M Oscar - North Tower & South Tower | # Floors: 39 | # Units: 910
M'Tiara Apartment,Apartment,285000,410000,"Taman Larkin Idaman, 80350, Johor",1050 - 1500,M'Tiara Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Barbeque Area | Clubhouse | Gymnasium room | Playground | Reading Room | 24 hours security,Building: Building @ Jalan Idaman Utama Taman Larkin Idaman 80350 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Idaman Utama 80350 | # Floors: N/A | # Units: N/A
Madu Mas Apartment,Apartment,299000,450000,"Jalan Ayer Madu, Taman Ayer Panas, Setapak, 53200, Kuala Lumpur",1300 - 1500,Madu Mas Apartment,Apartment,N/A,Leasehold,N/A,N/A,N/A,187,Barbeque Area | Covered car park | Nursery | Playground | 24 hours security | Swimming pool | Wading pool,"Building: Building @ Jalan Ayer Madu, Taman Ayer Panas, Setapak 53200 | # Floors: N/A | # Units: 187"
Maju Jaya Apartment,Apartment,0,0,"Pekan Putatan, Penampang, 89500, Sabah",,Maju Jaya Apartment,Apartment,Syarikat Perumahan Negara Berhad,Leasehold,N/A,N/A,4,128,,"Building: Building @ Off Jalan Putatan, Pekan Putatan, Penampang 89500 | # Floors: 4 | # Units: 128 ** Building: Building @ Off Jalan Putatan, 89500 | # Floors: 4 | # Units: 128"
Makmur Apartments,Apartment,250000,260000,"Jalan PJS 8/9, PJS 8, 46150, Selangor",990 - 1250,Makmur Apartments,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Covered car park | Perimeter Fencing | Lounge | Main entrance | Nursery | 24 hours security,Building: Makmur Apartments | # Floors: 5 | # Units: N/A
Malawa Court,Apartment,0,0,"Taman Malawa Jaya 2, Sepangar, Kota Kinabalu, 89200, Sabah",,Malawa Court,Apartment,Bina Puri Holdings Bhd,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Sepangar, Taman Malawa Jaya 2, Sepangar, Kota Kinabalu 89200 | # Floors: N/A | # Units: N/A ** Building: Building @ Jalan Sepangar, 89200 | # Floors: N/A | # Units: N/A"
Manda'rina Court,Apartment,238000,340000,"Jalan 10/142, Taman Orkid Desa, Taman Connaught, 56000, Kuala Lumpur",900 - 1000,Manda'rina Court,Apartment,IJM Land Berhad,Leasehold,N/A,N/A,15,291,Badminton hall | Perimeter Fencing | Jogging track | Multi-purpose hall | Playground | 24 hours security,Building: Manda'rina Court | # Floors: 15 | # Units: 291
Mandy Court,Apartment,300000,305000,"Jalan Segambut, Segambut, 51200, Kuala Lumpur",1000 - 1200,Mandy Court,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Business Centre | Covered car park | Jogging track | Mini-Mart | Playground | 24 hours security,"Building: Building @ Jalan Segambut, Segambut 51200 | # Floors: N/A | # Units: N/A"
Mas Apartment,Apartment,0,0,"Jalan 1/18C, Taman Tasik Indah, 68100, Selangor",,Mas Apartment,Apartment,N/A,Freehold,N/A,N/A,4,N/A,Car Park | Driving range | Eateries | Lounge | Nursery | 24 hours security,Building: Mas Apartment | # Floors: 4 | # Units: N/A
Medan Ria,Apartment,0,0,"Jalan Samak, 10150, Penang",,Medan Ria,Apartment,N/A,Freehold,N/A,N/A,9,156,Lounge | Nursery,Building: Building @ 27-29 Jalan Samak 10150 | # Floors: 9 | # Units: 156
Medan Samak,Apartment,0,0,"Jalan Samak, 10150, Penang",900 - 1800,Medan Samak,Apartment,N/A,Freehold,N/A,N/A,5,96,Lounge | Nursery,Building: Building @ 26-28 Jalan Samak 10150 | # Floors: 5 | # Units: 96
Megan Ambassy,Apartment,224000,1069600,"Jalan Ampang, 50450, Kuala Lumpur",1100 - 2600,Megan Ambassy,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,Building: Building @ 225 Jalan Ampang 50450 | # Floors: N/A | # Units: N/A
Megaria Daisi,Apartment,245000,250000,"Jalan Mawar, 43300, Selangor",,Megaria Daisi,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Mini-Mart | Open car park | Playground | Salon,Building: Building @ Jalan Mawar 43300 | # Floors: 5 | # Units: N/A
Megaria Lili,Apartment,0,0,"Jalan 14/3, Seri Kembangan, 43300, Selangor",,Megaria Lili,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Lounge | Mini-Mart | Nursery | Open car park | Playground | Salon,"Building: Building @ Jalan 14/3, Seri Kembangan 43300 | # Floors: 5 | # Units: N/A"
Megaria Orkid,Apartment,0,0,"Jalan Bs 5/18a, 43300, Selangor",,Megaria Orkid,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Covered car park | Mini-Mart | Playground | Salon,Building: Building @ Jalan Bs 5/18a 43300 | # Floors: N/A | # Units: N/A
Megaria Ros IV,Apartment,0,0,"Jln Bukit Serdang 7, Tmn Bukit Serdang, Section 8, 43300, Selangor",,Megaria Ros IV,Apartment,N/A,Freehold,N/A,N/A,5,120,Barbeque Area | Covered car park | Lounge | Playground | Recreation Lake,"Building: Building @ Jln Bukit Serdang 7, Tmn Bukit Serdang, Section 8 43300 | # Floors: 5 | # Units: 120"
Melana Apartment,Apartment,0,0,"Jalan Pendidikan 1, Taman Universiti, 81300, Johor",,Melana Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Basketball court | Barbeque Area | Nursery | 24 hours security,"Building: Building @ Jalan Pendidikan 1, Taman Universiti 81300 | # Floors: N/A | # Units: N/A"
Melawis Apartment,Apartment,0,0,"Jalan Pendidikan 1, Tmn Universiti, Skudai, 81300, Johor",,Melawis Apartment,Apartment,N/A,Freehold,N/A,N/A,4,N/A,Basketball court | Barbeque Area | Car Park | Jogging track | Mini-Mart | Nursery | Playground | 24 hours security,Building: Melawis Apartment | # Floors: 4 | # Units: N/A
Melinsung Summer Bay Resort Apartment,"Shop, Apartment, Studio",0,0,"Melinsung, Kota Kinabalu, 89600, Sabah",,Melinsung Summer Bay Resort Apartment,Multiple,The W Property Collection,Leasehold,N/A,N/A,N/A,1,Badminton hall | Basketball court | Barbeque Area | Covered car park | Clubhouse | Jogging track | Playground | Sauna | 24 hours security | Swimming pool | Tennis courts,Building: Melinsung Summer Bay Resort Apartment | # Floors: N/A | # Units: N/A
Melody Homes,Apartment,295000,438000,"Bandar Baru Ayer Itam, Ayer Itam, 10450, Penang",798 - 1300,Melody Homes,Apartment,Belleview Group,Freehold,N/A,N/A,N/A,500,Barbeque Area | Covered car park | Gymnasium room | Landscaped Garden | Multi-purpose hall | Playground | 24 hours security,"Building: Building @ Lebuhraya Thean Tek, Bandar Baru Ayer Itam, Ayer Itam 10450 | # Floors: N/A | # Units: 500 ** Building: Building @ Lebuhraya Thean Tek, 10450 | # Floors: N/A | # Units: 497"
Melur Apartment (Bandar Kinrara),Apartment,128000,153000,"Jalan Taman Bukit Kinrara 1/10,Taman Bukit Kinrara, 47100, Selangor",,Melur Apartment (Bandar Kinrara),Apartment,N/A,Freehold,N/A,N/A,5,420,Lounge,"Building: Building @ Jalan Taman Bukit Kinrara 1/10,Taman Bukit Kinrara 47100 | # Floors: 5 | # Units: 420"
Menara CSM Apartment,Apartment,0,0,"Jalan Semangat, Section 14, 46100, Selangor",,Menara CSM Apartment,Apartment,N/A,Leasehold,N/A,N/A,10,N/A,Lounge | Nursery | Recreation Lake,"Building: Building @ Jalan Semangat, Section 14 46100 | # Floors: 10 | # Units: N/A"
Menara Geno,Apartment,220000,335000,"Jalan Subang Mas, 47620, Selangor",800 - 1400,Menara Geno,Apartment,LYL Land,Leasehold,N/A,2015,N/A,894,Covered car park | 24 hours security,Building: Building A | # Floors: N/A | # Units: N/A
Menara Impian,Apartment,235000,470000,"Jalan 2/3, Ampang Jaya, 68000, Selangor",900 - 1500,Menara Impian,Apartment,N/A,Leasehold,N/A,2014,10,N/A,Badminton hall | Barbeque Area | Covered car park | Children's Playground | Community Garden | Perimeter Fencing | Gymnasium room | Jogging track | Landscaped Garden | Lounge | Multi-purpose hall | Nursery | Playground | 24 hours security | Swimming pool | Tennis courts,Building: Menara Impian | # Floors: 10 | # Units: N/A
Menara Indah,"Apartment, Penthouse",450000,720000,"Jalan 2, Taman Tun Abdul Razak, 68000, Selangor",1300 - 2900,Menara Indah,Multiple,Arab-Malaysian Development Berhad,Leasehold,N/A,N/A,7,N/A,Badminton hall | Basketball court | Barbeque Area | Covered car park | Perimeter Fencing | Game room | Gymnasium room | Landscaped Garden | Lounge | Main entrance | Mini-Mart | Multi-purpose hall | Nursery | Playground | Salon | 24 hours security | Swimming pool | Tennis courts,Building: Menara Indah | # Floors: 7 | # Units: N/A
Menara Orkid,Apartment,234900,349000,"Jalan 3/48a, Bandar Baru Sentul, 51000, Kuala Lumpur",1050 - 1500,Menara Orkid,Apartment,N/A,Leasehold,N/A,N/A,20,780,Covered car park | Perimeter Fencing | Mini-Mart | Open car park | Playground | 24 hours security,Building: Menara Orkid | # Floors: 20 | # Units: 780
Menara Putra,Apartment,340000,800000,"Lorong Tiong Nam 5, Off Jalan Chulan, 50350, Kuala Lumpur",,Menara Putra,Apartment,N/A,Freehold,N/A,N/A,11,N/A,Barbeque Area | Lounge | Mini-Mart | Open car park | Playground | 24 hours security,Building: Menara Putra | # Floors: 11 | # Units: N/A
Menara Riverview,Apartment,320000,730000,"Jelutong, 11600, Penang",900 - 1800,Menara Riverview,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Jelutong, Jelutong 11600 | # Floors: N/A | # Units: N/A"
Meranti Apartment (Subang Mewah),Apartment,249000,250000,"Persiaran Subang Mewah, Taman Subang Permai, 47500, Selangor",900 - 1200,Meranti Apartment (Subang Mewah),Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Open car park,"Building: Building @ Persiaran Subang Mewah, Taman Subang Permai 47500 | # Floors: N/A | # Units: N/A"
Merdeka View Apartment,Apartment,600000,780000,"Jalan Choo Cheng Khay, Kampung Attap, Kuala Lumpur, 50400, Kuala Lumpur",,Merdeka View Apartment,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,24 hours security,"Building: Building @ Jalan Choo Cheng Khay, Kampung Attap, Kuala Lumpur 50400 | # Floors: N/A | # Units: N/A"
Merpati Apartments,Apartment,180000,200000,"Jalan Pandan Indah 6/8, Pandan Indah, 55100, Selangor",,Merpati Apartments,Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,,"Building: Building @ Jalan Pandan Indah 6/8, Pandan Indah 55100 | # Floors: N/A | # Units: N/A"
Mesra Apartment,Apartment,0,0,"Jalan Mesra, Off Jalan Damai, Kuala Lumpur, 55000, Kuala Lumpur",,Mesra Apartment,Apartment,N/A,Freehold,N/A,N/A,4,7,Covered car park | 24 hours security | Swimming pool | Wading pool,"Building: Building @ Jalan Mesra, Off Jalan Damai, Kuala Lumpur 55000 | # Floors: 4 | # Units: 7"
Metro Villa,Apartment,340000,390000,"Jalan Cahaya 18, Taman Cahaya, 68000, Selangor",1000 - 1200,Metro Villa,Apartment,N/A,Leasehold,N/A,N/A,5,N/A,Barbeque Area | Covered car park | Gymnasium room | Playground | 24 hours security | Swimming pool | Wading pool,"Building: Building @ Jalan Cahaya 18, Taman Cahaya 68000 | # Floors: 5 | # Units: N/A"
Mewah Court (Ampang),Apartment,230000,348000,"Jalan Mewah, Ampang Mewah, 68000, Selangor",1200 - 1500,Mewah Court (Ampang),Apartment,N/A,Freehold,N/A,N/A,3,N/A,Barbeque Area | Lounge | Nursery,"Building: Building @ Jalan Mewah, Ampang Mewah 68000 | # Floors: 3 | # Units: N/A"
Mewah View Luxurious Apartments,Apartment,0,680000,"Jalan Mewah Ria 2/10, 81200, Johor",1000 - 1300,Mewah View Luxurious Apartments,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Badminton hall | Basketball court | Barbeque Area | Lounge | Multi-purpose hall | Nursery | Playground | Tennis courts,Building: Building @ Jalan Mewah Ria 2/10 81200 | # Floors: N/A | # Units: N/A
MH Platinum Residences,Apartment,300000,553000,"Jalan Gombak Sejahtera, 53000, Kuala Lumpur",1900,MH Platinum Residences,Apartment,Platinum Victory Sdn. Bhd.,Freehold,N/A,2016,30,284,Covered car park | Perimeter Fencing | Gymnasium room | Jogging track | Playground | 24 hours security | Squash court | Swimming pool | Tennis courts,Building: MH Platinum Residences | # Floors: 30 | # Units: 284
Midlands Court,Apartment,590000,600000,"Jalan Midlands, 10350, Penang",,Midlands Court,Apartment,N/A,Freehold,N/A,N/A,N/A,N/A,Basement car park | Perimeter Fencing,Building: Midlands Court | # Floors: N/A | # Units: N/A
Miharja Apartment (LRT Maluri),Apartment,0,288000,"Jalan Palong, Taman Miharja, 55200, Kuala Lumpur",1000 - 1500,Miharja Apartment (LRT Maluri),Apartment,N/A,Leasehold,N/A,N/A,N/A,N/A,Covered car park | 24 hours security,Building: Tower A | # Floors: N/A | # Units: N/A
Millennium Court,Apartment,0,0,"Off Jalan Lintas, Taman Millennium, Kota Kinabalu, 88200, Sabah",,Millennium Court,Apartment,Gempamas,Leasehold,N/A,N/A,4,N/A,Covered car park | Driving range | Eateries | Open car park | Restaurant | 24 hours security,Building: Millennium Court  | # Floors: 4 | # Units: N/A
Mirage By The Lake,"Apartment, Condominium",299700,1950000,"Persiaran Tasik, Cyberjaya, 63000, Selangor",850 - 4600,Mirage By The Lake,Multiple,Jelang Vista (OSK Properties),Freehold,N/A,2014,10,413,Badminton hall | Barbeque Area | Perimeter Fencing | Function room | Gymnasium room | Lap pool | Launderette | Playground | Sauna | 24 hours security | Squash court | Swimming pool | Tennis courts | Table Tennis | Wading pool,Building: Mirage By The Lake | # Floors: 10 | # Units: 477
Molek Pine 3,Apartment,540000,1948617,"Taman Molek, Johor Bahru, 81100, Johor",1700 - 4200,Molek Pine 3,Apartment,Berinda Properties Sdn Bhd,Freehold,N/A,N/A,6,N/A,Badminton hall | Basketball court | Barbeque Area | Fitness corner | Gymnasium room | Meeting room | Playground | Sauna | 24 hours security | Swimming pool | Tennis courts | Wading pool,"Building: Building @ Jalan Molek 1/27, Taman Molek, Johor Bahru 81100 | # Floors: 6 | # Units: N/A"
Molek Pine 4,Apartment,650000,860000,"Taman Molek, Johor Bahru, 81100, Johor",2500 - 4000,Molek Pine 4,Apartment,Berinda Properties Sdn Bhd,Freehold,N/A,2016,37,260,Badminton hall | Basketball court | Barbeque Area | Fitness corner | Function room | Gymnasium room | Playground | 24 hours security | Spa pool | Swimming pool | Tennis courts | Wading pool,Building: Molek Pine 4 | # Floors: 37 | # Units: 260
Mon Bisca,Apartment,230000,310000,"Jalan Permas 6/18, Bandar Baru Permas Jaya, 81750, Johor",1400,Mon Bisca,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Barbeque Area | Nursery,"Building: Building @ Jalan Permas 6/18, Bandar Baru Permas Jaya 81750 | # Floors: 5 | # Units: N/A"
Mon Glori,Apartment,0,0,"Jalan Permas 7, Taman Permas Jaya, 81750, Johor",,Mon Glori,Apartment,N/A,Leasehold,N/A,N/A,4,80,Barbeque Area | Game room | Lounge | Nursery,"Building: Building @ 7 Jalan Permas 7, Taman Permas Jaya 81750 | # Floors: 4 | # Units: 80"
Mutiara Bukit Raja 2 Apartment,Apartment,0,0,"Jalan Mahkota 1/KU 2, Mutiara Bukit Raja 2, Klang, 41050, Selangor",,Mutiara Bukit Raja 2 Apartment,Apartment,Titijaya Group Sdn Bhd,Freehold,N/A,N/A,6,N/A,Open car park | Playground,"Building: Building @ Jalan Mahkota 1/KU 2, Mutiara Bukit Raja 2, Klang 41050 | # Floors: 6 | # Units: N/A"
Mutiara Court (Penang),Apartment,460000,630000,"Lorong Delima 20, 11700, Penang",,Mutiara Court (Penang),Apartment,N/A,Freehold,N/A,N/A,N/A,186,Game room | Lounge | Sauna,Building: Building @ Lorong Delima 20 11700 | # Floors: N/A | # Units: 186
Mutiara Gurney,Apartment,0,0,"Persiaran Gurney, 10250, Penang",,Mutiara Gurney,Apartment,N/A,Freehold,N/A,N/A,5,N/A,Covered car park | Children's Playground | Driving range | Eateries | 24 hours security,Building: Mutiara Gurney | # Floors: 5 | # Units: N/A
Mutiara Perdana (Bandar Sunway),Apartment,300000,438000,"Off Jalan PJS 7/8, PJS 7, Bandar Sunway, 46150, Selangor",550 - 1600,Mutiara Perdana (Bandar Sunway),Apartment,N/A,Freehold,N/A,N/A,5,N/A,Covered car park | Playground | 24 hours security,"Building: Building @ Jalan PJS 7/15 Off Jalan PJS 7/8, PJS 7, Bandar Sunway 46150 | # Floors: 5 | # Units: N/A"
